time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-11-15T06:58:38.600Z,1.4279,-101.1846,10,4.5,mb,,208,11.096,0.66,us,us10003ygt,2015-11-15T15:01:18.949Z,"Galapagos Triple Junction region",earthquake
2015-11-15T05:14:01.870Z,32.0058,128.58,18.36,4.8,mb,,100,2.606,0.98,us,us10003ygk,2015-11-15T13:16:37.696Z,"79km SSW of Fukue, Japan",earthquake
2015-11-15T05:11:55.110Z,-24.7658,-175.7978,35,5,mb,,121,9.036,0.85,us,us10003ygi,2015-11-15T13:14:34.964Z,"South of Tonga",earthquake
2015-11-15T04:56:20.170Z,13.1985,-89.4766,52.29,4.5,mb,,164,0.54,0.81,us,us10003yge,2015-11-15T23:20:03.432Z,"36km SSW of La Libertad, El Salvador",earthquake
2015-11-15T04:16:24.460Z,5.1211,127.3142,104.52,4.8,mb,,92,2.593,0.72,us,us10003yg9,2015-11-15T12:18:53.141Z,"186km SE of Pondaguitan, Philippines",earthquake
2015-11-15T01:12:23.900Z,30.9827,128.8608,10,4.5,mb,,119,1.461,0.73,us,us10003yfh,2015-11-15T09:15:00.731Z,"142km WSW of Makurazaki, Japan",earthquake
2015-11-14T21:41:51.130Z,31.2579,128.8044,14.61,4.5,mb,,94,1.431,0.72,us,us10003yem,2015-11-15T05:44:24.370Z,"144km W of Makurazaki, Japan",earthquake
2015-11-14T20:34:28.840Z,31.3026,128.8759,10,5.3,mb,,60,1.363,0.76,us,us10003ye7,2015-11-20T15:56:43.000Z,"137km W of Makurazaki, Japan",earthquake
2015-11-14T19:20:21.880Z,31.4286,128.9585,26.07,5.7,mb,,50,1.279,0.93,us,us10003ydz,2015-11-20T15:24:55.000Z,"128km WSW of Kushikino, Japan",earthquake
2015-11-14T18:26:51.490Z,42.9162,145.8901,50.96,4.7,mb,,133,2.213,0.92,us,us10003ydv,2015-11-17T15:10:45.777Z,"52km SSE of Nemuro, Japan",earthquake
2015-11-14T16:53:31.500Z,6.7639,94.5452,10,5.3,mb,,72,2.834,1.05,us,us10003ydi,2015-11-15T00:56:08.316Z,"129km NW of Sabang, Indonesia",earthquake
2015-11-14T15:19:12.320Z,-4.7581,134.0475,10,4.8,mb,,138,2.56,0.89,us,us10003yct,2015-11-14T23:21:46.698Z,"113km N of Dobo, Indonesia",earthquake
2015-11-14T14:23:48.660Z,-14.6235,167.3143,100.92,4.5,mb,,219,0.825,1.12,us,us10003ycg,2015-11-14T22:26:22.558Z,"55km NNE of Port-Olry, Vanuatu",earthquake
2015-11-14T14:03:54.460Z,8.599,-71.2668,14.65,4.6,mb,,54,0.686,0.83,us,us10003yce,2015-11-14T22:06:33.040Z,"6km NNW of Ejido, Venezuela",earthquake
2015-11-14T12:46:08.360Z,5.6331,125.6676,199.76,4.5,mb,,84,1.429,0.88,us,us10003yc9,2015-11-30T08:06:36.931Z,"21km ESE of Kalbay, Philippines",earthquake
2015-11-14T12:42:44.050Z,49.7758,155.8104,63.01,4.6,mb,,132,3.54,0.62,us,us10003yc7,2015-11-30T07:58:52.181Z,"102km SSW of Severo-Kuril'sk, Russia",earthquake
2015-11-14T12:20:23.300Z,8.49,-71.44,5,4.9,mb,,,,0.77,us,us10003yc3,2015-12-04T13:21:54.530Z,"6km WSW of Lagunillas, Venezuela",earthquake
2015-11-14T10:21:40.960Z,37.9482,143.937,16.07,5.2,mb,,126,2.49,0.97,us,us10003ybn,2015-11-19T18:25:34.000Z,"230km ESE of Ofunato, Japan",earthquake
2015-11-14T08:40:56.000Z,31.2782,128.9344,6.69,4.7,mb,,80,1.318,0.56,us,us10003ybg,2015-12-09T12:27:35.870Z,"131km W of Makurazaki, Japan",earthquake
2015-11-14T05:25:35.530Z,7.2168,-34.2684,10,5.3,mwb,,46,12.987,0.64,us,us10003yap,2015-12-09T10:31:03.671Z,"Central Mid-Atlantic Ridge",earthquake
2015-11-14T03:51:54.160Z,31.4544,128.8805,10,4.6,mb,,72,1.344,0.94,us,us10003yag,2015-12-13T06:31:16.004Z,"134km WSW of Kushikino, Japan",earthquake
2015-11-14T02:48:01.880Z,-18.6977,169.4655,272.26,4.6,mb,,95,2.944,0.64,us,us10003ya3,2015-12-13T06:34:13.079Z,"96km NNE of Isangel, Vanuatu",earthquake
2015-11-13T22:12:22.010Z,-15.9928,-172.2099,10,4.5,mb,,70,2.113,0.66,us,us10003yyy,2015-12-01T05:57:09.033Z,"164km E of Hihifo, Tonga",earthquake
